year,month,trip_type,count,avg_trip_distance,avg_minutes,avg_fare_per_mile,js_hour,js_wday
2022,12,yellow,3399549,4.698026764726735,18.3287112055158,10.902829435446279,0.06532574676639584,0.04852274690480821
2023,1,yellow,3066766,3.8473420306603128,15.668995167330452,10.278264339704164,0.053057907489685543,0.07892727048639984
2023,2,yellow,2913955,3.868058206115059,16.01590961997241,10.266542644411611,0.05479956623698775,0.042449318257071274
2023,3,yellow,3403766,3.9038705422170628,16.881817257708075,10.480853911144273,0.057616610832368804,0.011767740269275675
2023,4,yellow,3288250,4.0961762457234085,17.240395068298742,10.733254822028147,0.06567833748507997,0.07963992612715742
2023,5,yellow,3513649,4.345816124490519,18.07383214714959,11.010253839100992,0.05963956044798067,0.06898411260884921
2023,6,yellow,3307234,4.368790245867088,17.709397414879017,11.174059793053496,0.06438159733312832,0.029459083170304226
2023,7,yellow,2907108,4.489380621566175,17.076637927910944,11.07406628416709,0.06585040603951076,0.08274068963785795
2023,8,yellow,2824209,4.782808241174784,17.115742897686864,11.098002631331656,0.05711934457759482,0.06100811786948137
2023,9,yellow,2846722,4.274268084484541,18.764895571116543,12.289605528585064,0.05066357929133302,0.054940059591726
2023,10,yellow,3522285,3.926694986351193,10.275359962827165,12.265743721245052,0.05605418796055696,0.08374315545448704
2023,11,yellow,3339715,3.6327424286204066,18.135328982662692,12.23887634672512,0.05910604286860916,0.046787735675302373
2023,12,yellow,3376567,3.6762576486709704,18.15947834985456,12.676263474895604,0.07306904061040277,0.0693367399072904
2024,1,yellow,2964624,3.6521691789582746,15.612950619257845,11.522645874515486,0.05052606841444032,0.06540379982580681
2024,2,yellow,3007526,3.8608587789432245,15.98242819291781,11.300959735682977,0.055633234997397266,0.05202537099219477
2024,3,yellow,3582628,4.517411567709513,16.6726711881148,11.64085339584902,0.06457335276245744,0.0755689035482134
2024,4,yellow,3514289,5.283850579733197,17.044871006150416,11.770771981239411,0.06214806250574946,0.06982240598889446
2024,5,yellow,3723833,5.367049832793259,18.023635771707983,12.373465101501512,0.05878990718901604,0.01517440803202471
2024,6,yellow,3539193,5.221992329889887,17.575238785602632,12.926903927132862,0.06923496164992794,0.08247647992810182
2024,7,yellow,3076903,5.111787449913113,17.22518275681749,12.943098657737227,0.059226721937869924,0.09546150045232973
2024,8,yellow,2979183,4.9448640852206776,17.364100991222546,14.302458772955994,0.056829564795832725,0.0491373677124987
2024,9,yellow,3633030,5.741469079528657,18.622137705991985,16.27769964436461,0.06196581161644562,0.08003040003472124
2024,10,yellow,3833771,5.12356828824674,18.263946420726057,15.559357817805749,0.05766885939539872,0.05568324425292193
2024,11,yellow,3646369,5.3695406060110775,17.788140288782255,15.466298153466468,0.05571376885877296,0.07925426946984715
2024,12,yellow,3668371,5.087801326528861,18.69366338173903,16.423847352145195,0.07048363358514244,0.08423079159564792
2025,1,yellow,3475226,5.855126178844196,15.018115617996255,15.485148705164029,0.051317362499594454,0.015514071045270196
2025,2,yellow,3577543,6.025356592499375,15.407871184217763,16.527179810171837,0.06528650995104658,0.0557368294722941
2025,3,yellow,4145257,6.584099784404202,15.989184960868117,17.129671178240912,0.07562024972620801,0.10324602731498886
2025,4,yellow,3970553,6.994739100573646,16.62804033846167,16.43640818956596,0.05429885500614438,0.0628779963072748
2025,5,yellow,4591845,7.653422240951079,17.911712024251706,19.46908468274915,0.06378366334686127,0.05487651754699609
2025,6,yellow,4322960,7.478361458352609,17.409920848986186,21.295036041839502,0.0699562696782283,0.08078950609449036
2025,7,yellow,3898963,7.10475555423327,17.09946883312306,20.488593788243755,0.058793327919330486,0.07003286925724905
2025,8,yellow,3574091,7.089371546499517,17.279907539194344,18.228792309874454,0.06359649452652788,0.0853754022581946
