year,month,count,avg_trip_distance,avg_minutes,avg_fare_per_mile,js_hour,js_wday,count_vs_same_month_2025_pct,avg_trip_distance_vs_same_month_2025_pct,avg_minutes_vs_same_month_2025_pct,avg_fare_per_mile_vs_same_month_2025_pct
2024,9,22897258.0,9.786286981339344,21.805353996141374,13.586235769843123,0.0695815398349288,0.0901432887020921,,,,
2024,10,23918200.0,7.239988252577645,21.429757989705134,12.857093837552542,0.07146420125237937,0.05811742999892373,,,,
2024,11,23686124.0,12.525604442796336,21.392229863519074,12.66812135376243,0.07302930052217327,0.07588910744738774,,,,
2024,12,24791216.0,7.894072521153468,21.7110197482059,13.179643571170827,0.07840806929729913,0.09088958373975282,,,,
2025,1,23929218.0,10.746027993237712,19.223524817583925,12.289540891233237,0.07200127940160157,0.029634419727717867,0.0,0.0,0.0,0.0
2025,2,22963625.0,8.722649588262192,19.744229211385857,12.502893248139136,0.0775203214879392,0.05696717350876553,0.0,0.0,0.0,0.0
2025,3,24733675.0,9.038160355879079,20.103094370294578,13.205238057626637,0.08573190982017133,0.09978783960221756,0.0,0.0,0.0,0.0
2025,4,23776668.0,9.996933132320597,20.818266969449827,12.559893773489657,0.07633087060860587,0.06796723381414937,0.0,0.0,0.0,0.0
2025,5,25738437.0,11.023149055085652,21.735291437008993,14.368061909544622,0.07385124408113426,0.05242526018785163,0.0,0.0,0.0,0.0
2025,6,24240359.0,7.575715468850991,20.793354364139663,15.129691797569043,0.07446319505303677,0.09252422638570827,0.0,0.0,0.0,0.0
2025,7,23600180.0,11.202271507297857,20.954095958438568,14.166315914498384,0.0693656567041649,0.06881639744894763,0.0,0.0,0.0,0.0
2025,8,22891858.0,8.62642455777635,21.006833662266093,13.93554641915505,0.06840945446610656,0.08655094064580011,0.0,0.0,0.0,0.0
