year,avg_fare_per_mile,avg_minutes,count,farepm_yoy_pct,minutes_yoy_pct
2022,9.335093586863808,31.807765211026588,7025349.527777778,,
2023,10.496885303316134,20.28289323153823,7544091.833333333,0.12445421201638296,-0.36232888110897854
2024,11.92961222358771,20.56839712336262,7813899.611111111,0.13649067117261504,0.014076093019138591
2025,13.519647751406971,20.547336348820938,7994750.833333333,0.13328476215474794,-0.0010239385410231172
