year,js_hour_mean,js_wday_mean,count_mean
2022,0.07589782532453399,0.07134805041609983,7025349.527777778
2023,0.07255905899581545,0.06804525183094993,7544091.833333333
2024,0.07283716271746286,0.07245974161464018,7813899.611111111
2025,0.07470924145284506,0.06933418641514476,7994750.833333333
